atomic_id,domain,atomic_subtopic,papers,assessment_modes,template_family,recommended_hooks,base_sequence,recommended_asset_formats,personalized_delta_slots,attention_design_hypothesis,base_content_contract,evidence_status
DE-06,Ordinary Differential Equations,Cauchy–Euler equations,XE-A|EE/ME overlap by wording,MCQ|MSQ|NAT,ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DE-07,Ordinary Differential Equations,Variable-coefficient linear equations,XE-A,MCQ|MSQ|NAT,ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DE-08,Ordinary Differential Equations,Initial-value problems,CE|EE|ME|XE-A,MCQ|MSQ|NAT,ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DE-09,Ordinary Differential Equations,Boundary-value problems,CE|EE|ME|XE-A,MCQ|MSQ|NAT,ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DE-10,Ordinary Differential Equations,Wronskian,XE-A,MCQ|MSQ|NAT,ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DE-11,Ordinary Differential Equations,Variation of parameters,XE-A and branch-dependent scope,MCQ|MSQ|NAT,ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DE-12,Ordinary Differential Equations,Eigenvalue problems for second-order equations,XE-A,MCQ|MSQ|NAT,ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DE-13,Ordinary Differential Equations,Power-series solutions at ordinary points,XE-A,MCQ|MSQ|NAT,ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
DE-14,Ordinary Differential Equations,Laplace transforms in ODE solution,ME and branch-dependent scope,MCQ|MSQ|NAT,ode,System evolution story|Recognize the equation form,hook|equation_classification|method_decision_tree|step_by_step_solution|initial_or_boundary_check|recall_prompt|timed_check,decision_tree|solution_animation|residual_check,integration_repair|form_recognition|condition_placement|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PD-01,Partial Differential Equations,Classification of second-order linear PDEs,XE-A,MCQ|MSQ|NAT,pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PD-02,Partial Differential Equations,Separation of variables,CE|EE|ME|XE-A,MCQ|MSQ|NAT,pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PD-03,Partial Differential Equations,One-dimensional heat/diffusion equation,CE|XE-A and ME overlap,MCQ|MSQ|NAT,pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PD-04,Partial Differential Equations,One-dimensional wave equation,CE and ME,MCQ|MSQ|NAT,pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PD-05,Partial Differential Equations,Two-dimensional Laplace equation,CE|ME|XE-A,MCQ|MSQ|NAT,pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PD-06,Partial Differential Equations,Fourier-series boundary representation,CE|XE-A and branch-dependent scope,MCQ|MSQ|NAT,pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PD-07,Partial Differential Equations,Initial and boundary condition compatibility,CE|EE|ME|XE-A,MCQ|MSQ|NAT,pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PD-08,Partial Differential Equations,PDE solution interpretation and verification,CE|ME|XE-A,MCQ|MSQ|NAT,pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-01,Complex Variables,Complex numbers and algebra,EE|ME|XE-A,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-02,Complex Variables,Argand plane,EE|ME|XE-A,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-03,Complex Variables,Polar/exponential representation,EE|ME|XE-A,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-04,Complex Variables,De Moivre’s theorem,XE-A and branch-dependent scope,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-05,Complex Variables,Analytic functions,EE|ME|XE-A,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-06,Complex Variables,Cauchy–Riemann equations,EE|ME|XE-A,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-07,Complex Variables,Cauchy’s integral theorem,EE|ME|XE-A,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-08,Complex Variables,Cauchy’s integral formula,EE|ME|XE-A,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-09,Complex Variables,Taylor and Laurent series,EE|ME|XE-A,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
CX-10,Complex Variables,Residue theorem and contour integrals,EE|ME|XE-A,MCQ|MSQ|NAT,complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-01,Probability and Statistics,Probability axioms,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-02,Probability and Statistics,Counting and event construction,CS and prerequisite for all papers,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-03,Probability and Statistics,Conditional probability,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-04,Probability and Statistics,Bayes’ theorem,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-05,Probability and Statistics,Random variables,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-06,Probability and Statistics,Mean/expectation,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-07,Probability and Statistics,Variance and standard deviation,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-08,Probability and Statistics,Median and mode,CS|CE|ME|XE-A,MCQ|MSQ|NAT,statistics,Signal hidden in data|Prediction versus association,hook|data_visual|definition_or_model|worked_statistic|interpretation_or_assumption_check|recall_prompt|mode_variant,data_plot|worked_table|interpretation_question,probability_repair|data_reading|assumption_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-09,Probability and Statistics,Binomial distribution,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-10,Probability and Statistics,Poisson distribution,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-11,Probability and Statistics,Normal distribution,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-12,Probability and Statistics,Sampling theorems,CE|EE|ME|branch-dependent scope,MCQ|MSQ|NAT,statistics,Signal hidden in data|Prediction versus association,hook|data_visual|definition_or_model|worked_statistic|interpretation_or_assumption_check|recall_prompt|mode_variant,data_plot|worked_table|interpretation_question,probability_repair|data_reading|assumption_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-13,Probability and Statistics,Correlation,EE|CE and branch-dependent scope,MCQ|MSQ|NAT,statistics,Signal hidden in data|Prediction versus association,hook|data_visual|definition_or_model|worked_statistic|interpretation_or_assumption_check|recall_prompt|mode_variant,data_plot|worked_table|interpretation_question,probability_repair|data_reading|assumption_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
PS-14,Probability and Statistics,Linear regression,CE|EE and branch-dependent scope,MCQ|MSQ|NAT,statistics,Signal hidden in data|Prediction versus association,hook|data_visual|definition_or_model|worked_statistic|interpretation_or_assumption_check|recall_prompt|mode_variant,data_plot|worked_table|interpretation_question,probability_repair|data_reading|assumption_check|mode_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-01,Numerical Methods,Numerical error and error analysis,CE and branch-dependent scope,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-02,Numerical Methods,Conditioning and stability concepts,Branch-dependent numerical scope,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-03,Numerical Methods,Gauss elimination,XE-A and branch-dependent scope,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-04,Numerical Methods,LU decomposition,CS|XE-A and branch-dependent scope,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-05,Numerical Methods,Lagrange interpolation,CE|XE-A and branch-dependent scope,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-06,Numerical Methods,Newton interpolation,XE-A and branch-dependent scope,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-07,Numerical Methods,Newton–Raphson method,XE-A and branch-dependent scope,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
NM-08,Numerical Methods,Numerical integration: trapezoidal rule,CE|ME|XE-A,MCQ|MSQ|NAT,numerical,Approximation under constraint|Error budget intuition,hook|error_visual|algorithm_steps|worked_iteration|stability_or_error_check|recall_prompt|timed_check,iteration_animation|error_plot|algorithm_trace,calculus_repair|algorithm_selection|arithmetic_drill|timed_variant,"Use the first hook and the shortest concrete example that exposes the atomic idea; validate retention, transfer and time-to-method against alternatives.",Stable explanation valid for the topic scope; personalized content attaches through anchor IDs and must not duplicate or silently contradict the base.,design hypothesis requiring learner and outcome validation
