atomic_id,domain,atomic_subtopic,papers,assessment_modes,prerequisite_atomic_ids,downstream_atomic_ids,external_prerequisite_family,template_family,hooks,base_sequence,asset_formats,delta_slots,research_layers_required,generated_artifacts,quality_gates,monitoring_metrics,evidence_status
PD-02,Partial Differential Equations,Separation of variables,CE|EE|ME|XE-A,MCQ|MSQ|NAT,DE-01|DE-05|PD-01,PD-03|PD-04|PD-05|PD-06,"multivariable calculus, ordinary differential equations and boundary conditions",pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
PD-03,Partial Differential Equations,One-dimensional heat/diffusion equation,CE|XE-A and ME overlap,MCQ|MSQ|NAT,PD-02|PD-06|PD-07,PD-08,"multivariable calculus, ordinary differential equations and boundary conditions",pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
PD-04,Partial Differential Equations,One-dimensional wave equation,CE and ME,MCQ|MSQ|NAT,PD-02|PD-06|PD-07,PD-08,"multivariable calculus, ordinary differential equations and boundary conditions",pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
PD-05,Partial Differential Equations,Two-dimensional Laplace equation,CE|ME|XE-A,MCQ|MSQ|NAT,PD-02|PD-06|PD-07,PD-08,"multivariable calculus, ordinary differential equations and boundary conditions",pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
PD-06,Partial Differential Equations,Fourier-series boundary representation,CE|XE-A and branch-dependent scope,MCQ|MSQ|NAT,CA-09|CA-11|PD-02,PD-03|PD-04|PD-05,"multivariable calculus, ordinary differential equations and boundary conditions",pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
PD-07,Partial Differential Equations,Initial and boundary condition compatibility,CE|EE|ME|XE-A,MCQ|MSQ|NAT,PD-01,PD-03|PD-04|PD-05,"multivariable calculus, ordinary differential equations and boundary conditions",pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
PD-08,Partial Differential Equations,PDE solution interpretation and verification,CE|ME|XE-A,MCQ|MSQ|NAT,PD-01|PD-03|PD-04|PD-05,,"multivariable calculus, ordinary differential equations and boundary conditions",pde,"Heat, wave or field story|Boundary-condition puzzle",hook|physical_or_geometric_intuition|classification|separation_or_series_steps|boundary_compatibility_check|recall_prompt|mode_variant,field_animation|boundary_visual|worked_solution,multivariable_repair|ode_repair|boundary_bridge|representation_shift,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-01,Complex Variables,Complex numbers and algebra,EE|ME|XE-A,MCQ|MSQ|NAT,,CX-02|CX-03,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-02,Complex Variables,Argand plane,EE|ME|XE-A,MCQ|MSQ|NAT,CX-01,CX-05,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-03,Complex Variables,Polar/exponential representation,EE|ME|XE-A,MCQ|MSQ|NAT,CX-01,CX-04|CX-05,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-04,Complex Variables,De Moivre’s theorem,XE-A and branch-dependent scope,MCQ|MSQ|NAT,CX-03,,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-05,Complex Variables,Analytic functions,EE|ME|XE-A,MCQ|MSQ|NAT,CX-02|CX-03,CX-06|CX-07|CX-09,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-06,Complex Variables,Cauchy–Riemann equations,EE|ME|XE-A,MCQ|MSQ|NAT,CX-05,CX-07,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-07,Complex Variables,Cauchy’s integral theorem,EE|ME|XE-A,MCQ|MSQ|NAT,CX-05|CX-06,CX-08|CX-10,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-08,Complex Variables,Cauchy’s integral formula,EE|ME|XE-A,MCQ|MSQ|NAT,CX-07,CX-10,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-09,Complex Variables,Taylor and Laurent series,EE|ME|XE-A,MCQ|MSQ|NAT,CX-05,CX-10,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
CX-10,Complex Variables,Residue theorem and contour integrals,EE|ME|XE-A,MCQ|MSQ|NAT,CX-07|CX-08|CX-09,,"algebra, trigonometry, functions and geometric representation",complex,Geometry of a number|Map-and-preserve intuition,hook|argand_or_mapping_visual|formal_condition|worked_complex_example|path_or_singularity_check|recall_prompt|mode_variant,complex_plane_animation|contour_visual|contrast_question,algebra_repair|geometry_bridge|analyticity_check|mode_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
PS-01,Probability and Statistics,Probability axioms,CS|CE|EE|ME|XE-A,MCQ|MSQ|NAT,DM-03,PS-02|PS-03|PS-05,"sets, counting, algebra and interpretation of data or events",probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
PS-02,Probability and Statistics,Counting and event construction,CS and prerequisite for all papers,MCQ|MSQ|NAT,DM-13|PS-01,PS-03,"sets, counting, algebra and interpretation of data or events",probability,Everyday uncertainty puzzle|Count before calculate,hook|sample_space_visual|definition_or_model|worked_probability|independence_or_condition_check|recall_prompt|mode_variant,tree_diagram|simulation_visual|mcq_msq_nat_variants,set_counting_repair|event_translation|distribution_selection|risk_variant,official_syllabus_scope_and_year|official_question_pattern_and_marking_rules|topic_definitions_theorems_algorithms_and_conditions|prerequisite_dependencies_and_common_misconception_hypotheses|historical_question_pattern_coding_with_evidence_label|worked_examples_and_counterexamples|assessment_mode_variants_mcq_msq_nat_and_descriptive_if_applicable|learner_constraints_time_pressure_deadline_confidence_and_accessibility|source_freshness_provenance_and_conflict_check,research_brief|canonical_content_package|worked_example_set|counterexample_or_boundary_set|assessment_item_set|retrieval_schedule|source_register|validation_report|release_manifest,scope_gate|source_provenance_gate|mathematical_correctness_gate|prerequisite_consistency_gate|assessment_contract_gate|misconception_and_boundary_case_gate|retrieval_and_transfer_gate|accessibility_and_language_gate|citation_completeness_gate|human_review_or_bounded_pilot_gate,scope_freshness|citation_completeness|math_check_pass_rate|item_quality_pass_rate|first_action_latency|immediate_recall|delayed_retrieval|transfer_accuracy|time_to_method|confidence_calibration|support_requests|content_staleness|source_conflict_rate|review_burden,research-required before generation; learner-impact claims require outcome validation
